teo,Teso,teo,teo,ቴሶ,تيسو,তেছো,teo,teso,teso,teo,тэсо,teo,teo,тесо,teo,তেসো,teo,tesoeg,teo,teso,teso,𑄖𑄬𑄥𑄮,тесо,teo,teo,ᏖᏐ,تێسوو,teso,Teso,teso,teo,Teso,teo,teo,teso,teo,teo,teo,teo,teo,Τέσο,Teso,teo,teso,teso,tesoera,teo,تسویی,teo,teso,Teso,teso,teso,teo,Teso,Teso,Teso,teso,teo,તેસો,teo,teo,Teso,teo,טסו,टेसो,teso,teso,teszó,տեսո,teso,Teso,Tesọ,teo,tesó,teso,テソ語,teo,teo,Teso,ტესო,teo,teo,teo,teo,teo,teo,тесо тілі,teo,teo,teo,តេសូ,ಟೆಸೊ,테조어,तेसो,teo,teo,teo,teo,teo,teo,тесочо,teo,Teso,teo,teo,teo,ເຕໂຊ,تئسو,teso,teo,teo,teo,teso,teo,teo,teo,teo,teo,teo,teo,teo,тесо,ടെസോ,тэсо,teo,तेसो,Teso,Teso,teo,တီဆို,تسویی,teo,teso,teo,टेसो,Teso,teo,teso,teo,teso,teo,teo,teo,ତେସା,teo,ਟੇਸੋ,Tẹ́so,ateso,تیسو,teso,Teso Simi,teso,teo,teso,teo,тесо,teo,teo,teo,teo,teo,teo,teo,teso,تيسو,teo,teo,teo,teo,teo,ටෙසෝ,teso,teso,ateso,teo,Teeso,tesoisht,тесо,teo,teso,Kiteso,டெசோ,టెసో,Kiteso,teo,เตโซ,ተሶ,teso dili,lea fakateso,Teso,teo,teo,teo,تېسوچە,тесо,تیسو,teso,teo,Tiếng Teso,teo,teo,teo,teo,teo,teo,teo,Tẹ́sò,特索文,teo,特索语,isi-Teso
tg,Tadjiks,tg,tg,ታጂኪኛ,الطاجيكية,তাজিক,tg,taxiquistanín,tacik,tg,таджыкская,tg,tg,таджикски,tg,তাজিক,tg,tadjik,ताजिक्,tadžički,tadjik,𑄖𑄎𑄨𑄇𑄴,таджикийн,tg,tg,ᏔᏥᎩ,تاجیکی,tádžičtina,Tajiceg,tadsjikisk,tg,Tadschikisch,tg,tg,tadžikišćina,tg,tg,ཏ་ཇིཀ་ཁ,tg,tadzikistangbe,Τατζικικά,Tajik,taĝika,tayiko,tadžiki,tajikera,tg,تاجیکی,tg,tadžikki,Tajik,tajik,tadjik,tagic,Tadzjieks,Taidsícis,Taidigis,taxico,Tadschikisch,તાજીક,tg,tg,Tajik,tg,טג׳יקית,ताजिक,tadžički,tadźikšćina,tadzsik,տաջիկերեն,tajiko,Tajik,Tajịk,tg,tadsjikska,tagico,タジク語,tg,tg,Tajik,ტაჯიკური,tg,tg,tg,tadjiki,tg,tg,тәжік тілі,tg,tg,tg,តាហ្ស៊ីគ,ತಾಜಿಕ್,타지크어,ताजिक,تاجِک,tg,tg,Tadschihkesch,tacikî,tg,тажикче,tg,Tadschikesch,tg,Tajik Iyápi,tg,ທາຈິກ,تاجیکی,tadžikų,tg,tg,tg,tadžiku,tg,tg,tg,tg,tg,tg,tg,tg,таџикистански,താജിക്,тажик,tg,ताजिक,Tajik,Taġik,tg,တာဂျစ်,تاجیکی,tg,tadsjikisk,tg,ताजिक,Tadzjieks,tg,tadsjikisk,tg,tadsjikisk,tg,tg,tg,ତାଜିକ୍,tg,ਤਾਜਿਕ,Tájik,tadżycki,تاجکي,tadjique,Tayiko Simi,tadjik,tg,tadjică,tg,таджикский,tg,tg,tg,Тадьыыктыы,tg,tg,tg,tagicu,تاجڪ,tg,tg,tg,tg,tg,ටජික්,tadžičtina,tadžiščina,tadžikkielâ,tg,Taajik,taxhikisht,таџички,tg,tadzjikiska,Kitajiki,தஜிக்,తజిక్,tg,тоҷикӣ,ทาจิก,ታጂክኛ,täjik dili,lea fakatāsiki,Tacikçe,таҗик,tg,tg,تاجىكچە,таджицька,تاجک,tojik,tg,Tiếng Tajik,tg,Tadšikiš,Tajis,tg,tg,tg,tg,Tàjíìkì,塔吉克文,tg,塔吉克语,isi-Tajik
th,Thai,Tàe,Taeland kasa,ታይኛ,التايلاندية,থাই,Kitailandi,tailandés,tay,Hɔp u tây,тайская,Ichi Thai,Hitailand,тайски,tayikan,থাই,th,thai,थाई,tajlandski,tai,𑄗𑄭,тайн,Thai,Orutailandi,ᏔᏱ,تایلەندی,thajština,Thai,thai,Kitailandi,Thailändisch,Taailandu senni,th,thailandšćina,th,tay,ཐཱའི་ཁ,Kĩtailandi,Thailandgbe,Ταϊλανδικά,Thai,taja,tailandés,tai,thailandiera,ǹkɔ́bɔ táilan,تایلندی,Taay,thai,Thai,tailendskt,thaï,thai,Thais,Téalainnis,Cànan nan Tàidh,tailandés,Thailändisch,થાઈ,Kitailandi,th,Thai,th,תאית,थाई,tajlandski,thailandšćina,thai,թայերեն,thai,Thai,Taị,th,taílenska,thai,タイ語,th,Kyitailandi,Thailand,ტაი,Taṭaylundit,Kitailandi,Chitailandi,tailandes,Taailandu senni,Kitailandi,тай тілі,th,th,kutitab Thailand,ថៃ,ಥಾಯ್,태국어,थाई,تھاے,Kitailandi,ritaí,Tailändesch,tayî,th,тайча,Kɨtáilandi,Thailännesch,Luttaayi,Thai Iyápi,litaye,ໄທ,تایلأندی,tajų,Ntailandi,Kitailandi,Kitailandi,taju,th,nkʉtʉ́k ɔ́ɔ̄ ltai,Kĩthailandi,thaï,Taioaney,Itailandi,th,th,тајландски,തായ്,тай,th,थाई,Thai,Tajlandiż,th,ထိုင်း,تایی,Thaiǁî gowab,thai,isi-Thayi,थाई,Thai,Kiɛl thaï,thai,th,thai,Thok tayni,Orutailandi,Afaan Tayii,ଥାଇ,th,ਥਾਈ,Taí,tajski,تايلېنډي,tailandês,Tailandes Simi,tailandais,Ikinyatayilandi,thailandeză,Kitailandi,тайский,Igitayi,Kyitailandi,th,th,Kitailandi,th,Ishitayilandi,tailandesu,ٿائي,ŧaigiella,tailandês,Taailandu senni,Thâi,ⵜⴰⵜⴰⵢⵍⴰⵏⴷⵉⵜ,තායි,thajčina,tajščina,thaikielâ,chiThai,Taaylandays,tajlandisht,тајски,th,thailändska,Kithai,தாய்,థాయ్,Kitailandi,тайӣ,ไทย,ታይኛ,taý dili,lea fakatailani,Tayca,тай,Taailandu senni,Taṭayt,تايلاندچە,тайська,تھائی,tay,ꕚꔤ,Tiếng Thái,Kyitailandi,Thailändiš,Tay,th,Oluttaayi,nutáyɛ,th,Èdè Tai,泰文,ⵜⴰⵜⴰⵢⵍⴰⵏⴷⵉⵜ,泰语,isi-Thai
ti,Tigrinya,ti,ti,ትግርኛ,التغرينية,টিগৰিনিয়া,ti,tigrinya,tiqrin,ti,тыгрынья,ti,ti,тигриня,ti,তিগরিনিয়া,ti,tigrigna,तिग्रीन्या,tigrinja,tigrinya,𑄖𑄨𑄉𑄧𑄢𑄨𑄚𑄨𑄠,тигринья,ti,ti,ᏘᎩᎵᏂᎠ,تیگرینیا,tigrinijština,Tigrinya,tigrinya,ti,Tigrinya,ti,ti,tigrinja,ti,ti,ཏིག་རི་ཉ་ཁ,ti,tigrinyagbe,Τιγκρινικά,Tigrinya,tigraja,tigriña,tigrinja,tigrinyera,ti,تیگرینیایی,ti,tigrinja,Tigrinya,tigrinya,tigrigna,ti,Tigrinya,Tigrinis,Tigrinya,tigriña,Tigrinja,ટાઇગ્રિનિયા,ti,ti,Tigrinyanci,ti,תיגרינית,तिग्रीन्या,tigrinja,tigrinšćina,tigrinya,տիգրինյա,tigrinya,Tigrinya,Tịgrịnya,ti,tígrinja,tigrino,ティグリニア語,ti,ti,Tigrinya,ტიგრინია,ti,ti,ti,tigrinia,ti,ti,тигринья тілі,ti,ti,ti,ទីហ្គ្រីញ៉ា,ಟಿಗ್ರಿನ್ಯಾ,티그리냐어,तिग्रिन्या,ٹِگرِنیا,ti,ti,Tijrenejahnesch,tigrînî,ti,тигриниача,ti,Tigrinja,ti,Tigrinya Iyápi,ti,ຕິກຣິນຢາ,تیگرینیا,tigrajų,ti,ti,ti,tigrinja,ti,ti,ti,ti,ti,ti,ti,ti,тигриња,ടൈഗ്രിന്യ,тигринья,ti,तिग्रिन्या,Tigrinya,Tigrinya,ti,တီဂ်ရင်ယာ,تیگرینیایی,ti,tigrinja,ti,टिग्रिन्या,Tigrinya,ti,tigrinja,ti,tigrinja,ti,ti,Afaan Tigiree,ଟ୍ରିଗିନିଆ,ti,ਤਿਗ੍ਰੀਨਿਆ,Tigrínyá,tigrinia,تيګريني,tigrínia,Tigriña Simi,tigrinya,ti,tigrină,ti,тигринья,Inyatigirinya,ti,ti,ti,ti,ti,ti,tigrignu,تگرينيائي,ti,ti,ti,ti,ti,ටිග්‍රින්යා,tigriňa,tigrajščina,tigrinyakielâ,ti,Tigrinya,tigrinjaisht,тигриња,ti,tigrinja,Kitigrinya,டிக்ரின்யா,టిగ్రిన్యా,ti,тигриня,ติกริญญา,ትግርኛ,tigrinýa dili,lea fakatikilinia,Tigrinya dili,тигринья,ti,ti,تىگرىنياچە,тигринья,ٹگرینیا,tigrinya,ti,Tiếng Tigrinya,ti,Tigrinja,Tigriña,ti,ti,ti,ti,Èdè Tigrinya,提格利尼亞文,ti,提格利尼亚语,isi-Tigrinya
tk,Turkmeens,tk,tk,ቱርክሜንኛ,التركمانية,তুৰ্কমেন,tk,turcomanu,türkmən,tk,туркменская,tk,tk,туркменски,tk,তুর্কমেনী,tk,turkmeneg,तुर्कमेन,turkmenski,turcman,𑄖𑄪𑄢𑄴𑄇𑄧𑄟𑄬𑄚𑄨,туркменийн,tk,tk,ᎠᏂᎬᎾ,تورکمانی,turkmenština,Tyrcmeneg,turkmensk,tk,Turkmenisch,tk,tk,turkmeńšćina,tk,tk,ཊཱརཀ་མེན་ཁ,tk,tɛkmengbe,Τουρκμενικά,Turkmen,turkmena,turcomano,türkmeeni,turkmenera,tk,ترکمنی,tk,turkmeeni,Turkmen,turkmenskt,turkmène,turcmen,Turkmeens,Tuircméinis,Turcmanais,turkmeno,Turkmenisch,તુર્કમેન,tk,tk,Tukmenistanci,tk,טורקמנית,तुर्कमेन,turkmenski,turkmenšćina,türkmén,թուրքմեներեն,turkmeno,Turkmen,Turkịs,tk,túrkmenska,turcomanno,トルクメン語,tk,tk,Turkmen,თურქმენული,tk,tk,tk,turkmenu,tk,tk,түрікмен тілі,tk,tk,tk,តួកម៉េន,ಟರ್ಕ್‌ಮೆನ್,투르크멘어,तुर्कमेन,تُرکمین,tk,tk,Törkmehnesch,tirkmenî,tk,түркмөнчө,tk,Turkmenesch,tk,Turkmen Iyápi,tk,ເທີກເມັນ,تورکأمأنی,turkmėnų,tk,tk,tk,turkmēņu,tk,tk,tk,tk,tk,tk,tk,tk,туркменски,തുർക്‌മെൻ,туркмен,tk,तुर्कमेन,Turkmen,Turkmeni,tk,တာ့ခ်မင်နစ္စတန်,ترکمونی,tk,turkmensk,tk,टर्कमेन,Turkmeens,tk,turkmensk,tk,turkmensk,tk,tk,Lammii Turkii,ତୁର୍କମେନ୍,tk,ਤੁਰਕਮੇਨ,Tọ́kmẹn,turkmeński,ترکمني,turcomeno,Turcomano Simi,turkmen,tk,turkmenă,tk,туркменский,Inyeturukimeni,tk,tk,tk,tk,tk,tk,turcmenu,ترڪمين,tk,tk,tk,tk,tk,ටර්ක්මෙන්,turkménčina,turkmenščina,turkmenkielâ,tk,Turkumaanish,turkmenisht,туркменски,tk,turkmeniska,Kiturukimeni,துருக்மென்,తుర్క్‌మెన్,tk,туркманӣ,เติร์กเมน,ቱርክመንኛ,türkmen dili,lea fakatēkimeni,Türkmence,төрекмән,tk,tk,تۈركمەنچە,туркменська,ترکمان,turkman,tk,Tiếng Turkmen,tk,Turkmeniš,Tirkmen,tk,tk,tk,טורקמעניש,Èdè Turkmen,土庫曼文,tk,土库曼语,isi-Turkmen
to,Tongaans,to,to,ቶንጋኛ,التونغية,টোঙ্গান,to,tonganu,tonqa,to,танганская,to,to,тонгански,to,টোঙ্গান,to,tonga,टॉंगा,tonganski,tongalès,𑄑𑄮𑄋𑄴𑄉𑄚𑄴,тонганийн,to,to,ᏙᎾᎦᏂ,تۆنگان,tongánština,Tongeg,tongansk,to,Tongaisch,to,to,tonganšćina,to,to,ཊོང་གྷན་ཁ,to,tongagbe,Τονγκανικά,Tongan,tongaa,tongano,tonga,tongera,to,تونگایی,to,tonga,Tongan,tonganskt,tongien,to,Tongaansk,Tongais,Tonga,tongano,Tongaisch,ટોંગાન,to,to,Tonganci,Tonga,טונגאית,टोंगन,tonganski,tongašćina,tongai,տոնգերեն,tongano,Tonga,Tọngan,to,tongverska,tongano,トンガ語,to,to,Tonga,ტონგანური,to,to,to,tonganes,to,to,тонган тілі,to,to,to,តុងហ្គា,ಟೋಂಗನ್,통가어,तोंगा,ٹونگا,to,to,Tongjahnesch,tongî,to,тонгача,to,Tongaesch,to,Tongan Iyápi,to,ທອງການ,توٙنگان,tonganų,to,to,to,tongiešu,to,to,to,to,to,to,to,to,тонгајски,ടോംഗൻ,тонга,to,टोंगन,Tonga,Tongan,to,တွန်ဂါ,تونگانی,to,tongansk,to,टोङ्गन,Tongaans,to,tongansk,to,tongansk,to,to,to,ଟୋଙ୍ଗା,to,ਟੌਂਗਨ,Tóngan,tonga,تونګان,tonganês,Tongano Simi,tonga,to,tongană,to,тонганский,to,to,to,to,to,to,to,tonganu,تونگن,to,to,to,to,to,ටොංගා,tongčina,tongščina,tongakielâ,to,Toongan,tonganisht,тонгански,to,tonganska,Kitonga,டோங்கான்,టాంగాన్,to,тонганӣ,ตองกา,ቶንጋንኛ,tongan dili,lea fakatonga,Tonga dili,тонга,to,to,تونگانچە,тонганська,ٹونگن,tongan,to,Tiếng Tonga,to,Tonga,Tongan,to,to,to,to,Tóńgàn,東加文,to,汤加语,isi-Tongan
tr,Turks,Tʉʉkìs,Tɛɛki kasa,ቱርክኛ,التركية,তুৰ্কী,Kituruki,turcu,türk,Hɔp u tûrk,турэцкая,Ichi Takishi,Hituluki,турски,turikikan,তুর্কী,tr,turkeg,तुर्की,turski,turc,𑄖𑄪𑄢𑄴𑄇𑄩,туркойн,Turkish,Orukuruki,ᎠᎬᎾ,تورکی,turečtina,Tyrceg,tyrkisk,Kituruki,Türkisch,Turku senni,tr,turkojšćina,tr,turki,ཊཱར་ཀིཤ་ཁ,Kĩturuki,Turkishgbe,Τουρκικά,Turkish,turka,turco,türgi,turkiera,ǹkɔ́bɔ túrəki,ترکی استانبولی,Turkeere,turkki,Turkish,turkiskt,turc,turc,Turks,Tuircis,Turcais,turco,Türkisch,ટર્કિશ,Kituruki,tr,Harshen Turkiyya,tr,טורקית,तुर्की,turski,turkowšćina,török,թուրքերեն,turco,Turki,Tọkiishi,tr,tyrkneska,turco,トルコ語,tr,Kyiturukyi,Turki,თურქული,Taṭurkit,Kituruki,Chituluchi,turku,Turku senni,Kituruki,түрік тілі,tr,tr,kutitab Turkey,ទួរគី,ಟರ್ಕಿಶ್,터키어,तुर्किष,تُرکِش,Kituuki,riturk,Törkesch,tirkî,tr,түркчө,Kɨturúuki,Tierkesch,Lutake,Turkish Iyápi,litiliki,ເທີຄິຊ,تورکی,turkų,Ntuluki,Kituruki,Kituruki,turku,tr,nkʉtʉ́k ɔ́ɔ̄ lturuki,Kĩtakĩ,tirk,Tiorka,Ituruki,tr,tr,турски,ടർക്കിഷ്,турк,tr,तुर्की,Turki,Tork,Turk,တူရကီ,ترکی,Turkeǁî gowab,tyrkisk,isi-Thekishi,टर्किश,Turks,Kiɛl bó turk,tyrkisk,tr,tyrkisk,Thok turkicni,Orukuruki,Afaan Turkii,ତୁର୍କିସ୍,tr,ਤੁਰਕੀ,Tọ́ki,turecki,ترکي,turco,Turco Simi,tirc,Igiturukiya,turcă,Kituruki,турецкий,Igiturukiya,Kyiturukyi,tr,tr,Kituruki,tr,Ishituluki,turcu,ترڪش,durkagiella,turco,Turku senni,Tûrûku,ⵜⴰⵜⵓⵔⴽⵉⵜ,තුර්කි,turečtina,turščina,tuurkikielâ,chiTurkish,Turkish,turqisht,турски,tr,turkiska,Kituruki,துருக்கிஷ்,టర్కిష్,Kituruki,туркӣ,ตุรกี,ቱርክኛ,türk dili,lea fakatoake,Türkçe,төрек,Turku senni,Taturkit,تۈركچە,турецька,ترکی,turk,ꗋꕃ,Tiếng Thổ Nhĩ Kỳ,Kyiturukyi,Türkiš,Tirk,tr,Olutake,nutúluke,tr,Èdè Tọọkisi,土耳其文,ⵜⴰⵜⵓⵔⴽⵉⵜ,土耳其语,isi-Turkish
tt,Tataars,tt,tt,ታታርኛ,التترية,তাতাৰ,tt,tártaru,tatar,tt,татарская,tt,tt,татарски,tt,তাতার,tt,tatar,टाटर्,tatarski,tàtar,𑄖𑄖𑄢𑄴,гӀезалойн,tt,tt,ᏔᏔ,تاتاری,tatarština,Tatareg,tatarisk,tt,Tatarisch,tt,tt,tataršćina,tt,tt,ཊ་ཊར་ཁ,tt,tt,Ταταρικά,Tatar,tatara,tártaro,tatari,tatarera,tt,تاتاری,tt,tataari,Tatar,tatar,tatar,tartar,Tataars,Tatairis,Tatarais,tártaro,Tatarisch,તતાર,tt,tt,Tatar,tt,טטרית,तातार,tatarski,tataršćina,tatár,թաթարերեն,tataro,Tatar,Tata,tt,tatarska,tataro,タタール語,tt,tt,Tatar,თათრული,tt,tt,tt,tatar,tt,tt,татар тілі,tt,tt,tt,តាតា,ಟಾಟರ್,타타르어,तटार,تَتار,tt,tt,Tattahresch,teterî,tt,татарча,tt,Tataresch,tt,Tatar Iyápi,tt,ທາທາ,تاتار,totorių,tt,tt,tt,tatāru,tt,tt,tt,tt,tt,tt,tt,tt,татарски,ടാട്ടർ,татар,tt,तातर,Tatar,Tatar,tt,တာတာ,تاتاری,tt,tatarisk,tt,तातार,Tataars,tt,tatarisk,tt,tatarisk,tt,tt,tt,ତାତାର୍,tt,ਤਤਾਰ,Tatá,tatarski,تاتار,tártaro,Tartaro Simi,tatar,tt,tătară,tt,татарский,tt,tt,tt,Татаардыы,tt,tt,tt,tàtaru,تاتار,tt,tt,tt,tt,tt,ටාටර්,tatárčina,tatarščina,tatarkielâ,tt,Taatar,tatarisht,татарски,tt,tatariska,Kitatari,டாடர்,టాటర్,tt,тоторӣ,ตาตาร์,ታታር,tatar dili,lea fakatatale,Tatarca,татар,tt,tt,تاتارچە,татарська,تاتار,tatar,tt,Tiếng Tatar,tt,tt,Tatar,tt,tt,tt,טאָטעריש,Tatarí,韃靼文,tt,鞑靼语,isi-Tatar
twq,Tasawaq,twq,twq,ታሳዋቅ,تاساواق,টাছাৱাক,twq,tasawaq,tasavaq,twq,тасаўак,twq,twq,тасавак,twq,তাসাওয়াক,twq,tasawakeg,twq,tasavak,tasawaq,𑄖𑄥𑄤𑄇𑄴,тасавак,twq,twq,ᏔᏌᏩᎩ,تاساواک,tasawaq,Tasawaq,tasawaq,twq,Tasawaq,twq,twq,tasawaq,twq,twq,twq,twq,twq,Τασαβάκ,Tasawaq,twq,tasawaq,taswaqi,tasawaq,twq,تسواکی,twq,tasawaq,Tasawaq,tasawaq,tasawaq,twq,Tasawaq,Tasawaq,Tasawaq,tasawaq,twq,તસાવાક,twq,twq,Tasawak,twq,טסוואק,टासवाक,tasawaq,tasawaq,szavák,տասավաք,tasawaq,Tasawaq,Tasawa,twq,tasawaq,tasawaq,タサワク語,twq,twq,Tasawaq,ტასავაქი,twq,twq,twq,twq,twq,twq,тасавак тілі,twq,twq,twq,តាសាវ៉ាក់,ಟಸವಕ್,타사와크어,तासावाक,twq,twq,twq,Tasawaq,twq,twq,тасабакча,twq,Tasawaq,twq,twq,twq,ຕາຊາວັກ,تاساڤاق,tasavakų,twq,twq,twq,tasavaku,twq,twq,twq,twq,twq,twq,twq,twq,тазавак,ടസവാക്ക്,тасавак,twq,तासाव्हाक,Tasawaq,Tasawaq,twq,တာဆာဝါချ,تاساواقی,twq,tasawaq,twq,तासावाक,Tasawaq,twq,tasawaq,twq,tasawaq,twq,twq,twq,ତାସାୱାକ୍,twq,ਤਾਸਾਵਿਕ,Tasawak,tasawaq,تساواق,tasawaq,Tasawaq Simi,tasawaq,twq,tasawaq,twq,тасавак,twq,twq,twq,twq,twq,twq,twq,tasawaq,تساوڪي,twq,twq,twq,twq,twq,ටසවාක්,tasawaq,tasawaq,tasawaq,twq,Tasaawaq,tasavakisht,тасавак,twq,tasawaq,Kitasawak,டசவாக்,టసావాఖ్,twq,twq,ตัสซาวัค,ታሳዋቅ,tasawak dili,lea fakatasauaki,Tasawaq,twq,Tasawaq senni,twq,شىمالىي سوڭخايچە,тасавак,تاساواق,tasavak,twq,Tiếng Tasawaq,twq,twq,twq,twq,twq,twq,twq,Tasawak,北桑海文,twq,北桑海语,isi-Tasawaq
tzm,Sentraal-Atlas-Tamazight,tzm,tzm,መካከለኛው አትላስ ታማዚኛ,الأمازيغية وسط الأطلس,চেণ্ট্ৰেল এটলাছ টামাজাইট,tzm,tamazight del Atles central,Mərkəzi Atlas tamazicəsi,tzm,сярэднеатлаская тамазігхт,tzm,tzm,централноатласки тамазигт,tzm,সেন্ট্রাল আটলাস তামাজিগাত,tzm,tamazigteg Kreizatlas,tzm,centralnoatlaski tamazigt,amazic del Marroc central,𑄥𑄬𑄚𑄴𑄑𑄳𑄢𑄣𑄴 𑄃𑄣𑄴𑄖𑄌𑄴 𑄖𑄟𑄎𑄨𑄉𑄖𑄴,тамазигхтийн,tzm,tzm,ᎠᏰᏟ ᎡᎶᎯ ᏓᏟᎶᏍᏗᏓᏅᎢ ᏔᎹᏏᏘ,ئەمازیغی ناوەڕاست,tamazight [střední Maroko],Tamazight Canol yr Atlas,centralmarokkansk tamazight,tzm,Zentralatlas-Tamazight,tzm,tzm,centralnoatlaski tamazight,tzm,tzm,tzm,tzm,tzm,Ταμαζίτ Κεντρικού Μαρόκο,Central Atlas Tamazight,tzm,tamazight del Atlas Central,tamasikti,Erdialdeko Atlaseko amazigera,tzm,آمازیغی اطلس مرکزی,tzm,keskiatlaksentamazight,Central Atlas Tamazight,miðatlasfjøll tamazight,amazighe de l’Atlas central,tzm,Tamazight [Sintraal-Marokko],Tamaisis Atlais Láir,Tamazight an Atlais Mheadhanaich,tamazight de Marrocos central,tzm,સેન્ટ્રલ એટલાસ તામાઝિટ,tzm,tzm,Tamazight na Atlas Tsaka,tzm,תמאזיגת של מרכז מרוקו,मध्य एटलस तमाज़ित,tamašek [Srednji Atlas],tamazight [srjedźny Marokko],közép-atlaszi tamazigt,կենտրոնատլասյան թամազիղտ,tamazight del Atlas Central,Tamazight Maroko Tengah,tzm,tzm,tamazight,tamazight,中央アトラス・タマジクト語,tzm,tzm,Tamazight Atlas Tengah,ცენტრალური მოროკოს ტამაზიგხტი,tzm,tzm,tzm,tamaziti di Atlas Sentral,tzm,tzm,орталық атлас тамазигхт тілі,tzm,tzm,tzm,តាម៉ាសាយអាត្លាសកណ្តាល,ಮಧ್ಯ ಅಟ್ಲಾಸ್ ಟಮಜೈಟ್,중앙 모로코 타마지트어,केंद्रीय अटलास तामाझायट,tzm,tzm,tzm,Tamasicht ussem meddlere Atlas,temazîxtî,tzm,борбордук Атлас тамазигтче,tzm,Mëttlert-Atlas-Tamazight,tzm,tzm,tzm,ອັດລາສ ທາມາຊີກ ກາງ,تامازیغ مینجایی,Centrinio Maroko tamazitų,tzm,tzm,tzm,Centrālmarokas tamazīts,tzm,tzm,tzm,tzm,tzm,tzm,tzm,tzm,централноатлански тамазитски,മധ്യ അറ്റ്‌ലസ് ടമാസൈറ്റ്,Төв Атласын тамазигхт,tzm,मध्य अ‍ॅटलास तॅमाझाइट,Tamazight Atlas Tengah,Tamazight tal-Atlas Ċentrali,tzm,အလယ်အာ့တလာစ် တာမာဇိုက်,میونی اطلس تامزیقی,tzm,sentralmarokkansk tamazight,tzm,केन्द्रीय एट्लास टामाजिघट,Tamazight [Centraal-Marokko],tzm,sentral-tamazight,tzm,sentralmarokkansk tamazight,tzm,tzm,tzm,କେନ୍ଦ୍ରୀୟ ଆଟଲାସ୍ ଟାମାଜିଘାଟ୍,tzm,ਮੱਧ ਐਟਲਸ ਤਮਾਜ਼ਿਤ,Mídúl Atlás Támazígt Lángwej,tamazight [Atlas Środkowy],مرکزی اطلس تمازائيٹ,tamazight do Atlas Central,Tamazight Simi,tamazight,tzm,tamazight din Atlasul Central,tzm,среднеатласский тамазигхтский,tzm,tzm,tzm,tzm,tzm,tzm,tzm,tamazight de s’Atlànte tzentrale,وچ اٽلس تمازائيٽ,tzm,tzm,tzm,tzm,tzm,මධ්‍යම ඇට්ලස් ටමසිට්,tamazight [stredomarocký],tamašek [Srednji Atlas],Koskâatlas tamazight,tzm,Bartamaha Atlaas Tamasayt,tamazajtisht e Atlasit Qendror,централноатласки тамазигт,tzm,centralmarockansk tamazight,Kitamazighati cha Atlasi ya Kati,மத்திய அட்லஸ் டமசைட்,సెంట్రల్ అట్లాస్ టామాజైట్,tzm,тамазайти Атласи Марказӣ,ทามาไซต์แอตลาสกลาง,ማእከላይ ኣትላስ ታማዛይት,orta-atlas tamazight dili,lea fakatamasaiti-ʻatilasi-loloto,Orta Atlas Tamazigti,үзәк атлас тамазигт,tzm,Tamaziɣt n laṭlaṣ,مەركىزىي ئاتلاس تامازايتچە,центральноатласька тамазігт,سینٹرل ایٹلس ٹمازائٹ,markaziy atlas tamazigxt,tzm,Tiếng Tamazight Miền Trung Ma-rốc,tzm,tzm,Tamasis gu Digg Atlaas,tzm,tzm,tzm,tzm,Ààrin Gbùngbùn Atlas Tamazight,塔馬齊格特文,tzm,塔马齐格特语,isi-Central Atlas Tamazight
